day,product_name,count
"2018-09-10","컵",8
"2018-09-11","바나나",15
"2018-09-11","사과",13
"2018-09-11","컵",6
"2018-09-12","바나나",17
"2018-09-12","사과",18
"2018-09-12","컵",16
"2018-09-13","바나나",23
"2018-09-13","사과",16
"2018-09-13","컵",18
"2018-09-14","바나나",4
"2018-09-14","사과",5
"2018-09-14","컵",6
"2018-09-15","바나나",3
"2018-09-15","사과",3
"2018-09-15","컵",6
"2018-09-16","바나나",18
"2018-09-16","사과",23
"2018-09-16","컵",17
"2018-09-17","바나나",6
"2018-09-17","사과",7
"2018-09-17","컵",7
"2018-09-18","바나나",4
"2018-09-18","사과",4
"2018-09-18","컵",4
"2018-09-19","바나나",21
"2018-09-19","사과",19
"2018-09-19","컵",17
"2018-09-20","바나나",15
"2018-09-20","사과",19
"2018-09-20","컵",14
"2018-09-21","바나나",21
"2018-09-21","사과",20
"2018-09-21","컵",18
"2018-09-22","바나나",18
"2018-09-22","사과",19
"2018-09-22","컵",16
"2018-09-23","바나나",5
"2018-09-23","사과",5
"2018-09-23","컵",3
"2018-09-24","바나나",14
"2018-09-24","사과",15
"2018-09-24","컵",15
"2018-09-25","바나나",12
"2018-09-25","사과",7
"2018-09-25","컵",10
"2018-09-26","바나나",8
"2018-09-26","사과",12
"2018-09-26","컵",6
"2018-09-27","바나나",12
"2018-09-27","사과",11
"2018-09-27","컵",8
"2018-09-28","바나나",4
"2018-09-28","사과",4
"2018-09-28","컵",3
"2018-09-29","바나나",19
"2018-09-29","사과",15
"2018-09-29","컵",19
"2018-09-30","바나나",16
"2018-09-30","사과",14
"2018-09-30","컵",12
"2018-10-01","바나나",15
"2018-10-01","사과",13
"2018-10-01","컵",13
"2018-10-02","바나나",3
"2018-10-02","사과",3
"2018-10-02","컵",2
"2018-10-03","바나나",7
"2018-10-03","사과",4
"2018-10-03","컵",7
"2018-10-04","바나나",12
"2018-10-04","사과",17
"2018-10-04","컵",16
"2018-10-05","바나나",10
"2018-10-05","사과",12
"2018-10-05","컵",12
"2018-10-06","바나나",9
"2018-10-06","사과",5
"2018-10-06","컵",7
"2018-10-07","바나나",23
"2018-10-07","사과",18
"2018-10-07","컵",23
"2018-10-08","바나나",6
"2018-10-08","사과",6
"2018-10-08","컵",7
"2018-10-09","바나나",10
"2018-10-09","사과",12
"2018-10-09","컵",15
"2018-10-10","바나나",4
"2018-10-10","사과",7
"2018-10-10","컵",6
"2018-10-11","바나나",13
"2018-10-11","사과",11
"2018-10-11","컵",11
"2018-10-12","바나나",16
"2018-10-12","사과",20
"2018-10-12","컵",17
"2018-10-13","바나나",9
"2018-10-13","사과",13
"2018-10-13","컵",6
"2018-10-14","바나나",15
"2018-10-14","사과",15
"2018-10-14","컵",11
"2018-10-15","바나나",16
"2018-10-15","사과",15
"2018-10-15","컵",13
"2018-10-16","바나나",5
"2018-10-16","사과",5
"2018-10-16","컵",5
"2018-10-17","바나나",6
"2018-10-17","사과",9
"2018-10-17","컵",5
"2018-10-18","바나나",11
"2018-10-18","사과",7
"2018-10-18","컵",13
"2018-10-19","바나나",7
"2018-10-19","사과",6
"2018-10-19","컵",9
"2018-10-20","바나나",10
"2018-10-20","사과",8
"2018-10-20","컵",14
"2018-10-21","바나나",12
"2018-10-21","사과",11
"2018-10-21","컵",12
"2018-10-22","바나나",6
"2018-10-22","사과",6
"2018-10-22","컵",4
"2018-10-23","바나나",4
"2018-10-23","사과",3
"2018-10-23","컵",4
"2018-10-24","바나나",12
"2018-10-24","사과",18
"2018-10-24","컵",15
"2018-10-25","바나나",18
"2018-10-25","사과",25
"2018-10-25","컵",15
"2018-10-26","바나나",6
"2018-10-26","사과",4
"2018-10-26","컵",3
"2018-10-27","바나나",13
"2018-10-27","사과",13
"2018-10-27","컵",11
"2018-10-28","바나나",14
"2018-10-28","사과",11
"2018-10-28","컵",16
"2018-10-29","바나나",10
"2018-10-29","사과",14
"2018-10-29","컵",12
"2018-10-30","바나나",18
"2018-10-30","사과",19
"2018-10-30","컵",18
"2018-10-31","바나나",18
"2018-10-31","사과",22
"2018-10-31","컵",21
"2018-11-01","바나나",11
"2018-11-01","사과",13
"2018-11-01","컵",7
"2018-11-02","바나나",8
"2018-11-02","사과",4
"2018-11-02","컵",8
"2018-11-03","바나나",15
"2018-11-03","사과",22
"2018-11-03","컵",23
"2018-11-04","바나나",5
"2018-11-04","사과",5
"2018-11-04","컵",5
"2018-11-05","바나나",15
"2018-11-05","사과",11
"2018-11-05","컵",12
"2018-11-06","바나나",16
"2018-11-06","사과",13
"2018-11-06","컵",15
"2018-11-07","바나나",9
"2018-11-07","사과",10
"2018-11-07","컵",12
"2018-11-08","바나나",10
"2018-11-08","사과",13
"2018-11-08","컵",9
"2018-11-09","바나나",18
"2018-11-09","사과",13
"2018-11-09","컵",18
"2018-11-10","바나나",17
"2018-11-10","사과",13
"2018-11-10","컵",13
"2018-11-11","바나나",18
"2018-11-11","사과",21
"2018-11-11","컵",18
"2018-11-12","바나나",14
"2018-11-12","사과",13
"2018-11-12","컵",13
"2018-11-13","바나나",16
"2018-11-13","사과",15
"2018-11-13","컵",20
"2018-11-14","바나나",9
"2018-11-14","사과",8
"2018-11-14","컵",9
"2018-11-15","바나나",12
"2018-11-15","사과",10
"2018-11-15","컵",14
"2018-11-16","바나나",3
"2018-11-16","사과",3
"2018-11-16","컵",3
"2018-11-17","바나나",19
"2018-11-17","사과",18
"2018-11-17","컵",18
"2018-11-18","바나나",16
"2018-11-18","사과",16
"2018-11-18","컵",16
"2018-11-19","바나나",13
"2018-11-19","사과",16
"2018-11-19","컵",16
"2018-11-20","바나나",8
"2018-11-20","사과",7
"2018-11-20","컵",9
"2018-11-21","바나나",3
"2018-11-21","사과",5
"2018-11-21","컵",6
"2018-11-22","바나나",16
"2018-11-22","사과",13
"2018-11-22","컵",11
"2018-11-23","바나나",12
"2018-11-23","사과",13
"2018-11-23","컵",11
"2018-11-24","바나나",21
"2018-11-24","사과",17
"2018-11-24","컵",22
"2018-11-25","바나나",14
"2018-11-25","사과",12
"2018-11-25","컵",10
"2018-11-26","바나나",13
"2018-11-26","사과",14
"2018-11-26","컵",13
"2018-11-27","바나나",8
"2018-11-27","사과",15
"2018-11-27","컵",9
"2018-11-28","바나나",12
"2018-11-28","사과",13
"2018-11-28","컵",10
"2018-11-29","바나나",13
"2018-11-29","사과",19
"2018-11-29","컵",19
"2018-11-30","바나나",5
"2018-11-30","사과",4
"2018-11-30","컵",2
"2018-12-01","바나나",2
"2018-12-01","사과",3
"2018-12-01","컵",4
"2018-12-02","바나나",7
"2018-12-02","사과",6
"2018-12-02","컵",7
"2018-12-03","바나나",8
"2018-12-03","사과",7
"2018-12-03","컵",7
"2018-12-04","바나나",8
"2018-12-04","사과",9
"2018-12-04","컵",9
"2018-12-05","바나나",5
"2018-12-05","사과",3
"2018-12-05","컵",3
"2018-12-06","바나나",21
"2018-12-06","사과",15
"2018-12-06","컵",17
"2018-12-07","바나나",19
"2018-12-07","사과",15
"2018-12-07","컵",17
"2018-12-08","바나나",7
"2018-12-08","사과",7
"2018-12-08","컵",6
"2018-12-09","바나나",7
"2018-12-09","사과",11
"2018-12-09","컵",9
"2018-12-10","바나나",10
"2018-12-10","사과",11
"2018-12-10","컵",11
"2018-12-11","바나나",12
"2018-12-11","사과",5
"2018-12-11","컵",9
"2018-12-12","바나나",14
"2018-12-12","사과",13
"2018-12-12","컵",16
"2018-12-13","바나나",17
"2018-12-13","사과",16
"2018-12-13","컵",16
"2018-12-14","바나나",13
"2018-12-14","사과",12
"2018-12-14","컵",14
"2018-12-15","바나나",2
"2018-12-15","사과",5
"2018-12-15","컵",3
"2018-12-16","바나나",3
"2018-12-16","사과",3
"2018-12-16","컵",2
"2018-12-17","바나나",14
"2018-12-17","사과",18
"2018-12-17","컵",17
"2018-12-18","바나나",14
"2018-12-18","사과",14
"2018-12-18","컵",18
"2018-12-19","바나나",4
"2018-12-19","사과",2
"2018-12-19","컵",1
"2018-12-20","바나나",19
"2018-12-20","사과",18
"2018-12-20","컵",19
"2018-12-21","바나나",18
"2018-12-21","사과",17
"2018-12-21","컵",13
"2018-12-22","바나나",6
"2018-12-22","사과",7
"2018-12-22","컵",4
"2018-12-23","바나나",10
"2018-12-23","사과",6
"2018-12-23","컵",6
"2018-12-24","바나나",16
"2018-12-24","사과",17
"2018-12-24","컵",17
"2018-12-25","바나나",6
"2018-12-25","사과",9
"2018-12-25","컵",7
"2018-12-26","바나나",9
"2018-12-26","사과",8
"2018-12-26","컵",12
"2018-12-27","바나나",11
"2018-12-27","사과",13
"2018-12-27","컵",13
"2018-12-28","바나나",17
"2018-12-28","사과",22
"2018-12-28","컵",17
"2018-12-29","바나나",17
"2018-12-29","사과",16
"2018-12-29","컵",13
"2018-12-30","바나나",12
"2018-12-30","사과",16
"2018-12-30","컵",15
"2018-12-31","바나나",20
"2018-12-31","사과",17
"2018-12-31","컵",22
"2019-01-01","바나나",18
"2019-01-01","사과",13
"2019-01-01","컵",16
"2019-01-02","바나나",16
"2019-01-02","사과",16
"2019-01-02","컵",12
"2019-01-03","바나나",10
"2019-01-03","사과",14
"2019-01-03","컵",16
"2019-01-04","바나나",9
"2019-01-04","사과",7
"2019-01-04","컵",10
"2019-01-05","바나나",10
"2019-01-05","사과",17
"2019-01-05","컵",9
"2019-01-06","바나나",5
"2019-01-06","사과",8
"2019-01-06","컵",5
"2019-01-07","바나나",10
"2019-01-07","사과",8
"2019-01-07","컵",8
"2019-01-08","바나나",9
"2019-01-08","사과",10
"2019-01-08","컵",11
"2019-01-09","바나나",24
"2019-01-09","사과",21
"2019-01-09","컵",23
"2019-01-10","바나나",11
"2019-01-10","사과",12
"2019-01-10","컵",14
"2019-01-11","바나나",9
"2019-01-11","사과",9
"2019-01-11","컵",10
"2019-01-12","바나나",21
"2019-01-12","사과",15
"2019-01-12","컵",22
"2019-01-13","바나나",3
"2019-01-13","사과",4
"2019-01-13","컵",6
"2019-01-14","바나나",9
"2019-01-14","사과",7
"2019-01-14","컵",10
"2019-01-15","바나나",8
"2019-01-15","사과",6
"2019-01-15","컵",5
"2019-01-16","바나나",21
"2019-01-16","사과",18
"2019-01-16","컵",17
"2019-01-17","바나나",11
"2019-01-17","사과",15
"2019-01-17","컵",15
"2019-01-18","바나나",5
"2019-01-18","사과",6
"2019-01-18","컵",5
"2019-01-19","바나나",13
"2019-01-19","사과",13
"2019-01-19","컵",15
"2019-01-20","바나나",8
"2019-01-20","사과",12
"2019-01-20","컵",7
"2019-01-21","바나나",16
"2019-01-21","사과",15
"2019-01-21","컵",15
"2019-01-22","바나나",13
"2019-01-22","사과",12
"2019-01-22","컵",13
"2019-01-23","바나나",22
"2019-01-23","사과",21
"2019-01-23","컵",20
"2019-01-24","바나나",18
"2019-01-24","사과",17
"2019-01-24","컵",18
"2019-01-25","바나나",16
"2019-01-25","사과",15
"2019-01-25","컵",15
"2019-01-26","바나나",6
"2019-01-26","사과",8
"2019-01-26","컵",6
"2019-01-27","바나나",5
"2019-01-27","사과",4
"2019-01-27","컵",7
"2019-01-28","바나나",6
"2019-01-28","사과",6
"2019-01-28","컵",8
"2019-01-29","바나나",9
"2019-01-29","사과",13
"2019-01-29","컵",15
"2019-01-30","바나나",11
"2019-01-30","사과",12
"2019-01-30","컵",11
"2019-01-31","바나나",5
"2019-01-31","사과",3
"2019-01-31","컵",2
"2019-02-01","바나나",21
"2019-02-01","사과",23
"2019-02-01","컵",16
"2019-02-02","바나나",6
"2019-02-02","사과",3
"2019-02-02","컵",4
"2019-02-03","바나나",6
"2019-02-03","사과",10
"2019-02-03","컵",8
"2019-02-04","바나나",14
"2019-02-04","사과",15
"2019-02-04","컵",16
"2019-02-05","바나나",11
"2019-02-05","사과",9
"2019-02-05","컵",11
"2019-02-06","바나나",16
"2019-02-06","사과",10
"2019-02-06","컵",17
"2019-02-07","바나나",17
"2019-02-07","사과",21
"2019-02-07","컵",19
"2019-02-08","바나나",12
"2019-02-08","사과",14
"2019-02-08","컵",10
"2019-02-09","바나나",5
"2019-02-09","사과",5
"2019-02-09","컵",4
"2019-02-10","바나나",24
"2019-02-10","사과",15
"2019-02-10","컵",25
"2019-02-11","바나나",9
"2019-02-11","사과",7
"2019-02-11","컵",6
"2019-02-12","바나나",6
"2019-02-12","사과",4
"2019-02-12","컵",6
"2019-02-13","바나나",11
"2019-02-13","사과",12
"2019-02-13","컵",10
"2019-02-14","바나나",21
"2019-02-14","사과",17
"2019-02-14","컵",20
"2019-02-15","바나나",2
"2019-02-15","사과",2
"2019-02-15","컵",5
"2019-02-16","바나나",5
"2019-02-16","사과",5
"2019-02-16","컵",5
"2019-02-17","바나나",15
"2019-02-17","사과",16
"2019-02-17","컵",17
"2019-02-18","바나나",14
"2019-02-18","사과",16
"2019-02-18","컵",11
"2019-02-19","바나나",14
"2019-02-19","사과",16
"2019-02-19","컵",13
"2019-02-20","바나나",8
"2019-02-20","사과",8
"2019-02-20","컵",9
"2019-02-21","바나나",6
"2019-02-21","사과",6
"2019-02-21","컵",5
"2019-02-22","바나나",5
"2019-02-22","사과",5
"2019-02-22","컵",3
"2019-02-23","바나나",5
"2019-02-23","사과",4
"2019-02-23","컵",6
"2019-02-24","바나나",17
"2019-02-24","사과",16
"2019-02-24","컵",14
"2019-02-25","바나나",20
"2019-02-25","사과",20
"2019-02-25","컵",16
"2019-02-26","바나나",3
"2019-02-26","사과",5
"2019-02-26","컵",4
"2019-02-27","바나나",8
"2019-02-27","사과",6
"2019-02-27","컵",6
"2019-02-28","바나나",11
"2019-02-28","사과",12
"2019-02-28","컵",11
"2019-03-01","바나나",10
"2019-03-01","사과",11
"2019-03-01","컵",13
"2019-03-02","바나나",21
"2019-03-02","사과",19
"2019-03-02","컵",19
"2019-03-03","바나나",18
"2019-03-03","사과",23
"2019-03-03","컵",21
"2019-03-04","바나나",22
"2019-03-04","사과",21
"2019-03-04","컵",19
"2019-03-05","바나나",8
"2019-03-05","사과",8
"2019-03-05","컵",10
"2019-03-06","바나나",3
"2019-03-06","사과",5
"2019-03-06","컵",3
"2019-03-07","바나나",14
"2019-03-07","사과",16
"2019-03-07","컵",12
"2019-03-08","바나나",14
"2019-03-08","사과",11
"2019-03-08","컵",12
"2019-03-09","바나나",15
"2019-03-09","사과",16
"2019-03-09","컵",14
"2019-03-10","바나나",15
"2019-03-10","사과",20
"2019-03-10","컵",16
"2019-03-11","바나나",13
"2019-03-11","사과",18
"2019-03-11","컵",18
"2019-03-12","바나나",20
"2019-03-12","사과",24
"2019-03-12","컵",21
"2019-03-13","바나나",9
"2019-03-13","사과",10
"2019-03-13","컵",10
"2019-03-14","바나나",5
"2019-03-14","사과",4
"2019-03-14","컵",5
"2019-03-15","바나나",20
"2019-03-15","사과",16
"2019-03-15","컵",19
"2019-03-16","바나나",10
"2019-03-16","사과",11
"2019-03-16","컵",9
"2019-03-17","바나나",12
"2019-03-17","사과",8
"2019-03-17","컵",11
"2019-03-18","바나나",12
"2019-03-18","사과",14
"2019-03-18","컵",15
"2019-03-19","바나나",10
"2019-03-19","사과",8
"2019-03-19","컵",8
"2019-03-20","바나나",12
"2019-03-20","사과",14
"2019-03-20","컵",12
"2019-03-21","바나나",22
"2019-03-21","사과",19
"2019-03-21","컵",19
"2019-03-22","바나나",9
"2019-03-22","사과",11
"2019-03-22","컵",14
"2019-03-23","바나나",2
"2019-03-23","사과",5
"2019-03-23","컵",5
"2019-03-24","바나나",13
"2019-03-24","사과",17
"2019-03-24","컵",15
"2019-03-25","바나나",7
"2019-03-25","사과",8
"2019-03-25","컵",6
"2019-03-26","바나나",4
"2019-03-26","사과",5
"2019-03-26","컵",6
"2019-03-27","바나나",17
"2019-03-27","사과",23
"2019-03-27","컵",19
"2019-03-28","바나나",18
"2019-03-28","사과",16
"2019-03-28","컵",18
"2019-03-29","바나나",12
"2019-03-29","사과",13
"2019-03-29","컵",12
"2019-03-30","바나나",14
"2019-03-30","사과",13
"2019-03-30","컵",15
"2019-03-31","바나나",10
"2019-03-31","사과",11
"2019-03-31","컵",6
"2019-04-01","바나나",4
"2019-04-01","사과",6
"2019-04-01","컵",6
"2019-04-02","바나나",12
"2019-04-02","사과",18
"2019-04-02","컵",18
"2019-04-03","바나나",4
"2019-04-03","사과",6
"2019-04-03","컵",7
"2019-04-04","바나나",7
"2019-04-04","사과",10
"2019-04-04","컵",11
"2019-04-05","바나나",8
"2019-04-05","사과",10
"2019-04-05","컵",12
"2019-04-06","바나나",10
"2019-04-06","사과",10
"2019-04-06","컵",14
"2019-04-07","바나나",9
"2019-04-07","사과",8
"2019-04-07","컵",7
"2019-04-08","바나나",6
"2019-04-08","사과",10
"2019-04-08","컵",10
"2019-04-09","바나나",12
"2019-04-09","사과",12
"2019-04-09","컵",11
"2019-04-10","바나나",19
"2019-04-10","사과",18
"2019-04-10","컵",17
"2019-04-11","바나나",10
"2019-04-11","사과",7
"2019-04-11","컵",10
"2019-04-12","바나나",9
"2019-04-12","사과",11
"2019-04-12","컵",10
"2019-04-13","바나나",16
"2019-04-13","사과",19
"2019-04-13","컵",18
"2019-04-14","바나나",3
"2019-04-14","사과",2
"2019-04-14","컵",2
"2019-04-15","바나나",8
"2019-04-15","사과",10
"2019-04-15","컵",10
"2019-04-16","바나나",7
"2019-04-16","사과",10
"2019-04-16","컵",9
"2019-04-17","바나나",4
"2019-04-17","사과",6
"2019-04-17","컵",6
"2019-04-18","바나나",10
"2019-04-18","사과",11
"2019-04-18","컵",9
"2019-04-19","바나나",5
"2019-04-19","사과",3
"2019-04-19","컵",6
"2019-04-20","바나나",19
"2019-04-20","사과",19
"2019-04-20","컵",21
"2019-04-21","바나나",19
"2019-04-21","사과",15
"2019-04-21","컵",19
"2019-04-22","바나나",16
"2019-04-22","사과",13
"2019-04-22","컵",14
"2019-04-23","바나나",10
"2019-04-23","사과",14
"2019-04-23","컵",18
"2019-04-24","바나나",21
"2019-04-24","사과",19
"2019-04-24","컵",20
"2019-04-25","바나나",15
"2019-04-25","사과",15
"2019-04-25","컵",19
"2019-04-26","바나나",10
"2019-04-26","사과",9
"2019-04-26","컵",8
"2019-04-27","바나나",12
"2019-04-27","사과",14
"2019-04-27","컵",11
"2019-04-28","바나나",8
"2019-04-28","사과",5
"2019-04-28","컵",9
"2019-04-29","바나나",2
"2019-04-29","사과",4
"2019-04-29","컵",3
"2019-04-30","바나나",8
"2019-04-30","사과",9
"2019-04-30","컵",9
"2019-05-01","바나나",11
"2019-05-01","사과",10
"2019-05-01","컵",7
"2019-05-02","바나나",10
"2019-05-02","사과",15
"2019-05-02","컵",12
"2019-05-03","바나나",6
"2019-05-03","사과",7
"2019-05-03","컵",7
"2019-05-04","바나나",18
"2019-05-04","사과",18
"2019-05-04","컵",18
"2019-05-05","바나나",13
"2019-05-05","사과",10
"2019-05-05","컵",10
"2019-05-06","바나나",14
"2019-05-06","사과",9
"2019-05-06","컵",9
"2019-05-07","바나나",3
"2019-05-07","사과",4
"2019-05-07","컵",5
"2019-05-08","바나나",12
"2019-05-08","사과",13
"2019-05-08","컵",11
"2019-05-09","바나나",20
"2019-05-09","사과",22
"2019-05-09","컵",21
"2019-05-10","바나나",7
"2019-05-10","사과",2
"2019-05-10","컵",4
"2019-05-11","바나나",22
"2019-05-11","사과",23
"2019-05-11","컵",20
"2019-05-12","바나나",13
"2019-05-12","사과",14
"2019-05-12","컵",16
"2019-05-13","바나나",18
"2019-05-13","사과",15
"2019-05-13","컵",12
"2019-05-14","바나나",13
"2019-05-14","사과",7
"2019-05-14","컵",7
"2019-05-15","바나나",24
"2019-05-15","사과",17
"2019-05-15","컵",16
"2019-05-16","바나나",18
"2019-05-16","사과",14
"2019-05-16","컵",18
"2019-05-17","바나나",11
"2019-05-17","사과",10
"2019-05-17","컵",15
"2019-05-18","바나나",17
"2019-05-18","사과",13
"2019-05-18","컵",13
"2019-05-19","바나나",9
"2019-05-19","사과",9
"2019-05-19","컵",8
"2019-05-20","바나나",16
"2019-05-20","사과",13
"2019-05-20","컵",15
"2019-05-21","바나나",19
"2019-05-21","사과",17
"2019-05-21","컵",17
"2019-05-22","바나나",16
"2019-05-22","사과",14
"2019-05-22","컵",13
"2019-05-23","바나나",13
"2019-05-23","사과",14
"2019-05-23","컵",15
"2019-05-24","바나나",3
"2019-05-24","사과",5
"2019-05-24","컵",3
"2019-05-25","바나나",23
"2019-05-25","사과",16
"2019-05-25","컵",21
"2019-05-26","바나나",15
"2019-05-26","사과",18
"2019-05-26","컵",18
"2019-05-27","바나나",19
"2019-05-27","사과",19
"2019-05-27","컵",15
"2019-05-28","바나나",14
"2019-05-28","사과",14
"2019-05-28","컵",12
"2019-05-29","바나나",9
"2019-05-29","사과",10
"2019-05-29","컵",8
"2019-05-30","바나나",7
"2019-05-30","사과",6
"2019-05-30","컵",5
"2019-05-31","바나나",7
"2019-05-31","사과",7
"2019-05-31","컵",8
"2019-06-01","바나나",6
"2019-06-01","사과",5
"2019-06-01","컵",4
"2019-06-02","바나나",13
"2019-06-02","사과",9
"2019-06-02","컵",9
"2019-06-03","바나나",8
"2019-06-03","사과",6
"2019-06-03","컵",7
"2019-06-04","바나나",6
"2019-06-04","사과",10
"2019-06-04","컵",7
"2019-06-05","바나나",11
"2019-06-05","사과",12
"2019-06-05","컵",15
"2019-06-06","바나나",7
"2019-06-06","사과",4
"2019-06-06","컵",5
"2019-06-07","바나나",9
"2019-06-07","사과",10
"2019-06-07","컵",13
"2019-06-08","바나나",23
"2019-06-08","사과",17
"2019-06-08","컵",19
"2019-06-09","바나나",18
"2019-06-09","사과",13
"2019-06-09","컵",17
"2019-06-10","바나나",7
"2019-06-10","사과",7
"2019-06-10","컵",6
"2019-06-11","바나나",8
"2019-06-11","사과",11
"2019-06-11","컵",8
"2019-06-12","바나나",15
"2019-06-12","사과",15
"2019-06-12","컵",11
"2019-06-13","바나나",9
"2019-06-13","사과",9
"2019-06-13","컵",9
"2019-06-14","바나나",12
"2019-06-14","사과",9
"2019-06-14","컵",10
"2019-06-15","바나나",15
"2019-06-15","사과",16
"2019-06-15","컵",17
"2019-06-16","바나나",11
"2019-06-16","사과",12
"2019-06-16","컵",9
"2019-06-17","바나나",17
"2019-06-17","사과",19
"2019-06-17","컵",15
"2019-06-18","바나나",6
"2019-06-18","사과",7
"2019-06-18","컵",8
"2019-06-19","바나나",15
"2019-06-19","사과",12
"2019-06-19","컵",14
"2019-06-20","바나나",13
"2019-06-20","사과",11
"2019-06-20","컵",9
"2019-06-21","바나나",4
"2019-06-21","사과",6
"2019-06-21","컵",8
"2019-06-22","바나나",11
"2019-06-22","사과",15
"2019-06-22","컵",15
"2019-06-23","바나나",17
"2019-06-23","사과",16
"2019-06-23","컵",14
"2019-06-24","바나나",11
"2019-06-24","사과",18
"2019-06-24","컵",14
"2019-06-25","바나나",3
"2019-06-25","사과",3
"2019-06-25","컵",1
"2019-06-26","바나나",19
"2019-06-26","사과",15
"2019-06-26","컵",15
"2019-06-27","바나나",11
"2019-06-27","사과",12
"2019-06-27","컵",13
"2019-06-28","바나나",14
"2019-06-28","사과",18
"2019-06-28","컵",18
"2019-06-29","바나나",14
"2019-06-29","사과",13
"2019-06-29","컵",13
"2019-06-30","바나나",11
"2019-06-30","사과",16
"2019-06-30","컵",16
"2019-07-01","바나나",18
"2019-07-01","사과",17
"2019-07-01","컵",19
"2019-07-02","바나나",15
"2019-07-02","사과",15
"2019-07-02","컵",14
"2019-07-03","바나나",17
"2019-07-03","사과",13
"2019-07-03","컵",16
"2019-07-04","바나나",4
"2019-07-04","사과",4
"2019-07-04","컵",4
"2019-07-05","바나나",6
"2019-07-05","사과",6
"2019-07-05","컵",7
"2019-07-06","바나나",14
"2019-07-06","사과",14
"2019-07-06","컵",19
"2019-07-07","바나나",5
"2019-07-07","사과",7
"2019-07-07","컵",5
"2019-07-08","바나나",12
"2019-07-08","사과",17
"2019-07-08","컵",7
"2019-07-09","바나나",19
"2019-07-09","사과",16
"2019-07-09","컵",16
"2019-07-10","바나나",19
"2019-07-10","사과",19
"2019-07-10","컵",16
"2019-07-11","바나나",13
"2019-07-11","사과",12
"2019-07-11","컵",8
"2019-07-12","바나나",19
"2019-07-12","사과",23
"2019-07-12","컵",14
"2019-07-13","바나나",12
"2019-07-13","사과",10
"2019-07-13","컵",8
"2019-07-14","바나나",12
"2019-07-14","사과",13
"2019-07-14","컵",11
"2019-07-15","바나나",17
"2019-07-15","사과",15
"2019-07-15","컵",18
"2019-07-16","바나나",7
"2019-07-16","사과",5
"2019-07-16","컵",5
"2019-07-17","바나나",15
"2019-07-17","사과",11
"2019-07-17","컵",9
"2019-07-18","바나나",24
"2019-07-18","사과",17
"2019-07-18","컵",19
"2019-07-19","바나나",12
"2019-07-19","사과",15
"2019-07-19","컵",14
"2019-07-20","바나나",9
"2019-07-20","사과",11
"2019-07-20","컵",9
"2019-07-21","바나나",23
"2019-07-21","사과",17
"2019-07-21","컵",20
"2019-07-22","바나나",12
"2019-07-22","사과",15
"2019-07-22","컵",13
"2019-07-23","바나나",6
"2019-07-23","사과",9
"2019-07-23","컵",7
"2019-07-24","바나나",13
"2019-07-24","사과",15
"2019-07-24","컵",14
"2019-07-25","바나나",11
"2019-07-25","사과",15
"2019-07-25","컵",14
"2019-07-26","바나나",8
"2019-07-26","사과",9
"2019-07-26","컵",7
"2019-07-27","바나나",13
"2019-07-27","사과",15
"2019-07-27","컵",18
"2019-07-28","바나나",9
"2019-07-28","사과",15
"2019-07-28","컵",13
"2019-07-29","바나나",5
"2019-07-29","사과",2
"2019-07-29","컵",5
"2019-07-30","바나나",12
"2019-07-30","사과",11
"2019-07-30","컵",9
"2019-07-31","바나나",8
"2019-07-31","사과",11
"2019-07-31","컵",10
"2019-08-01","바나나",4
"2019-08-01","사과",3
"2019-08-01","컵",4
"2019-08-02","바나나",10
"2019-08-02","사과",6
"2019-08-02","컵",11
"2019-08-03","바나나",12
"2019-08-03","사과",10
"2019-08-03","컵",8
"2019-08-04","바나나",15
"2019-08-04","사과",16
"2019-08-04","컵",15
"2019-08-05","바나나",5
"2019-08-05","사과",5
"2019-08-05","컵",3
"2019-08-06","바나나",14
"2019-08-06","사과",17
"2019-08-06","컵",16
"2019-08-07","바나나",18
"2019-08-07","사과",21
"2019-08-07","컵",22
"2019-08-08","바나나",8
"2019-08-08","사과",10
"2019-08-08","컵",7
"2019-08-09","바나나",9
"2019-08-09","사과",8
"2019-08-09","컵",10
"2019-08-10","바나나",6
"2019-08-10","사과",8
"2019-08-10","컵",7
"2019-08-11","바나나",11
"2019-08-11","사과",11
"2019-08-11","컵",15
"2019-08-12","바나나",7
"2019-08-12","사과",11
"2019-08-12","컵",9
"2019-08-13","바나나",23
"2019-08-13","사과",18
"2019-08-13","컵",18
"2019-08-14","바나나",4
"2019-08-14","사과",7
"2019-08-14","컵",9
"2019-08-15","바나나",23
"2019-08-15","사과",21
"2019-08-15","컵",22
"2019-08-16","바나나",5
"2019-08-16","사과",6
"2019-08-16","컵",7
"2019-08-17","바나나",11
"2019-08-17","사과",6
"2019-08-17","컵",8
"2019-08-18","바나나",20
"2019-08-18","사과",13
"2019-08-18","컵",19
"2019-08-19","바나나",9
"2019-08-19","사과",10
"2019-08-19","컵",13
"2019-08-20","바나나",4
"2019-08-20","사과",7
"2019-08-20","컵",5
"2019-08-21","바나나",13
"2019-08-21","사과",20
"2019-08-21","컵",22
"2019-08-22","바나나",4
"2019-08-22","사과",7
"2019-08-22","컵",7
"2019-08-23","바나나",8
"2019-08-23","사과",9
"2019-08-23","컵",9
"2019-08-24","바나나",15
"2019-08-24","사과",14
"2019-08-24","컵",13
"2019-08-25","바나나",22
"2019-08-25","사과",23
"2019-08-25","컵",17
"2019-08-26","바나나",5
