customer_id,come_in,come_out,cal_state,customer_image,video_thumbnail
3788,2019-08-16 17:14:00,2019-08-16 17:17:00,"일반퇴장",LZ0f3eT21jZeRyJfMmOSFFFX0MCEP6y12t/c6kw+OIQ=,+FtoQbok/uD6VDsm4VIIVVu++pLXXlBSoyj89abefKA=
3789,2019-08-16 13:29:00,2019-08-16 13:37:00,"결제완료",Lqei4b3ddp78zm9WPOlOpboWa4tTBKDSULXji9bKkwk=,De+KT8fjKM777p1Hu7z7BXJh/2YcG7baDTpBzUButho=
3790,2019-08-16 15:54:00,2019-08-16 15:59:00,"결제완료",BVSMjLVoL3WPwCO05Xde8RmYcKh9pae9m1bfWp1kL8w=,Bpl3ZSqdfIEkdxdtkEHq2AqFsNdwO4+dkW86tkM3p8U=
3791,2019-08-16 17:13:00,2019-08-16 17:16:00,"결제완료",lIBbzDy2m41VSqSGY57Jq84osvgvDbfdxfE0CzfKbBk=,Hljpj9a8rUgfIK5tXzqVpkYWC68FoxWoKZhfdStrxCo=
3792,2019-08-16 20:07:00,2019-08-16 20:11:00,"일반퇴장",8JO9WtY6JoBTeOCFsw5NQd2qrARXvc3NUjkuWRqLUd8=,QnS9mSxPCCf8NXPffnaEKeAsPHm5sOAsahbwZj04Apk=
3793,2019-08-16 14:44:00,2019-08-16 14:53:00,"결제완료",4JJhF6knwu4WaIx7G+1p9cREPeIyB1im7LssqlUuw4Y=,SvDHXlgejwRQpVl2NxCxbwwfXxRQZMn4T5pek+K+5BU=
3794,2019-08-16 11:58:00,2019-08-16 12:03:00,"결제완료",ltlq+BLaN4WPMLEhTSPs5R/bSm+pzDuBXBrPdYrWAK8=,vL7JoQJGNsMYbnJkprl9YkzOR7yo0u1HmMr31yGRNwA=
3795,2019-08-16 19:48:00,2019-08-16 19:56:00,"결제완료",7ln/wuK6JWQGREGPrP3mqnjHagx1ZgAQctLC2S6EBnY=,QAKSqmo2QsoHk7HORdzyliHIgqr+VPSbjnJy/bnmbYM=
3796,2019-08-16 12:02:00,2019-08-16 12:07:00,"일반퇴장",J4gUy6snPhe6gZO04l9u0BAmU7JKuMM6WfS1UInRfW0=,qTMt4YZ+EGs7fpG4BupRA6i/KIE9M+PiCr7nhFR7txo=
3797,2019-08-16 17:54:00,2019-08-16 18:04:00,"일반퇴장",/usRkSFViVjhp+qXPncKAZO4+HoPpDIu9NZY+YpO0Mo=,dLc3sHXLOOq62XSVZjOdWgAHo+w5ixqqOlDg+4fV3ng=
3798,2019-08-16 18:10:00,2019-08-16 18:13:00,"결제완료",TNfvDQ4jeg4Bp7Fq/k5Cu74wSAIwupix/Tsc73HFNJQ=,T60ahP7BXohWp9A8r3C0J6O34JnBvOx+IufRWsksLds=
3799,2019-08-16 14:18:00,2019-08-16 14:21:00,"일반퇴장",xLq7g4kVEXhuct7DlKSwjKf9YDe+8iWZJZbGyUIyC3Y=,lnIuQgxRW7sm5GyynbS/1d+rw+9mXNdYJCGIhUrZSgM=
3800,2019-08-16 15:46:00,2019-08-16 15:53:00,"결제완료",fsKxVLhdhuD8nWXxN1VUBjhVmYHmJd+kZU3pJH5INa8=,us80OMciWvQ2EgzZYvFNV8QKkx5R/W8ZLIls9jBqJTA=
3801,2019-08-16 18:12:00,2019-08-16 18:20:00,"결제완료",2PKD66jfM489q77iiZn9dBfvtgWt4nRJnBB//yqHk7Y=,C66KSrFfEo0xON7f3rjreSvEnYIsS5MOQK74yBPNjlo=
3802,2019-08-16 12:13:00,2019-08-16 12:22:00,"일반퇴장",n0WYwaqIaxa7TLsjXvcPZ4FxePVUQsYPIWS+ggvvfXs=,GlMmpaB7r3AZikdyixA3XXX3u0ncyiT8IokbfU7c1Xo=
3803,2019-08-16 17:14:00,2019-08-16 17:18:00,"일반퇴장",NON3/oerJv+oWL2tb2JIolBwhOxBTVPI5gfwFGTQVMA=,iI/SubJGNkfeknXpHVXrzuN6Dhv5aJJ5MGuI5Zpm7KQ=
3804,2019-08-16 17:22:00,2019-08-16 17:26:00,"일반퇴장",plguLDoDOy6sQKtNoBggXnAUjp0APPKCNPmsPmFBgrA=,zA7jMNe60CciY5O64aU8PQp7teoSV0p9y7EtgQnZoxA=
3805,2019-08-16 09:40:00,2019-08-16 09:50:00,"결제완료",heq4PPztfWjglyM8PPc+aGwTujJIcwg859u6PedRNKs=,mgOHyIwI0A9ocIDPWINK8bWT3EbeOlw4IwERQObe+u8=
3806,2019-08-17 09:57:00,2019-08-17 10:03:00,"일반퇴장",V6hq96JS7DdpPK+TZ276qyawtHYE4dbzDVz43syFzgw=,9N6cxMCVEYikqTbXfO/XyCYIg6BCEkm1laiXoApiRAM=
3807,2019-08-17 09:10:00,2019-08-17 09:17:00,"결제완료",8c/qwVzpoe8sg6TWM/49zV8UAX5LOhg4HmcggmRHaVk=,DCn5m57O2cOa/c7OGq6CTDyCHEcI9iinchEwqqr6zuU=
3808,2019-08-17 19:16:00,2019-08-17 19:20:00,"일반퇴장",h9H7He8mmBEaP2NRLyaHRpUgPkC4ChW7T+pnUgNJ970=,2jDPGcshmU4AOatDK0P/Vkzw33fYIgKtJCCcwQr5qPo=
3809,2019-08-17 17:09:00,2019-08-17 17:17:00,"결제완료",aMA0j1d2BfbJ8svIMC6kZ5SPKTeZni2WyIHgnj9Alg4=,Hrk3+8w7GYGX+P0+VBjuu7CzsPk1qcT8CrTwhT86w3s=
3810,2019-08-17 09:12:00,2019-08-17 09:22:00,"결제완료",SEQvzlaFKFOuJQB+RY06eI+R6Cp4dbOy38zmeFeNzvI=,FL/iDOo3jtrK+4Ts1mo9fqrDKDq/vk4ugcEOgLMipxY=
3811,2019-08-17 17:09:00,2019-08-17 17:18:00,"일반퇴장",5slFpHy+8kaw0yJiepcVbITdZHH+ruQgqAiuSA9eHrs=,RSWTj0AhTy4f1pZvO5PQXllOFPY7sbyNvWBeWYvmUqA=
3812,2019-08-17 14:39:00,2019-08-17 14:43:00,"일반퇴장",HAhnOsNmwibBy1T5OkP21OFGYjQpLkyev6cwW3KwcLo=,v4xAcVzHvLuoyUB3ydDLcetqdets8qdCVybz5f3jetY=
3813,2019-08-17 20:06:00,2019-08-17 20:15:00,"일반퇴장",mwKpqnMIKk2jHgFcLQKDJSeBNpAtjaHkDuCWN8bEMfY=,hkaePrtLc6wNeqBS8W7Duw1xPewqbvS48rkgNSfV4z8=
3814,2019-08-17 11:42:00,2019-08-17 11:48:00,"결제완료",rubE5SgCJ2+u4UXCc+4RPyhHhhvax40hl9Hur6lxrTE=,A1p0YGCvtL7LthIya77grk2cw7IH3P2WkHw2h/X3sZ0=
3815,2019-08-17 10:58:00,2019-08-17 11:05:00,"일반퇴장",Q3rjKLM2WqyKYEglWyUxVO1dHxFUBzXfZr6+2RUIeCE=,AFFoLXvIEJqE5hQrTfyptINSp70zC7IFM+qxOB9qcdw=
3816,2019-08-17 17:19:00,2019-08-17 17:27:00,"일반퇴장",SnWJw3mB9sKN2r5HZNQVYf5lpGVy0lW4rKlv8ZfIjrY=,cR0e8zrDRNkOWuW7z7gYV8zqVTC2eR73Xs+03SG7oC4=
3817,2019-08-17 14:02:00,2019-08-17 14:12:00,"일반퇴장",esN43LQWCD616IP0ECVkvUAyRzanFN3rGaJAxMxJcUc=,jz0NY5tvuHQGAS1NNn5TSgtKHZmw26tvRdLnJJcCfO8=
3818,2019-08-17 13:45:00,2019-08-17 13:49:00,"결제완료",15AsbpHQhsaVYl+Oj2ZaqOt6bSG/dX/dx9MrtWXey+4=,UEP7wzvK9DElxNj8oAoe0oZHFCRSr+NyPE8QUbUjSJQ=
3819,2019-08-17 20:12:00,2019-08-17 20:22:00,"일반퇴장",IGlIHluszKuPAMjJ42KYMEBpI6yogkoQjXFpZZf6pgI=,RVTQdWLjc6jyhqOeXg04Qd8Z3Z3orVXnVCMEwVRqZ1A=
3820,2019-08-17 20:39:00,2019-08-17 20:43:00,"결제완료",sYFC8v478n4+ptNTLurFsSVt+DpbcWqAHkIbHLaZoo0=,DpnBTQKanQ2BJ+Y4zD1qQYS+t/SmfMCx2C/b28+bb3I=
3821,2019-08-17 16:13:00,2019-08-17 16:22:00,"일반퇴장",vQfwNfGTaWAIMAJlPk7xHacYXzRX3ScEb8wKBC5+6eI=,U4vCDnSlMo5qkE4rbXwefS7V8DhsC0zOLy7F/5knAzg=
3822,2019-08-17 14:13:00,2019-08-17 14:18:00,"일반퇴장",l3cM2dW1ThMhEcBn+8DBrBDUwtCXezBDfWu/49zOnKg=,q9uWh5Bm3Z2jQCPvsgrbhfs/9ZpQUBnlRLi7JdErFUg=
3823,2019-08-18 10:31:00,2019-08-18 10:40:00,"일반퇴장",E0dreN+r+SHve5qKYt8RMVMcwgTkHqPoZQS9qd2pKhI=,rQTgMQH+7JfYrCfaRy2siV6ftX81ji/Xl3co/rpyER8=
3824,2019-08-18 14:00:00,2019-08-18 14:09:00,"결제완료",QuvsJUCPLizN9U4np+92ckVs5sVCym3HKgzsSKNjF8k=,h2smpTxnyatIPworbzpmQcqOnbYE069toXANr/cMxMk=
3825,2019-08-18 15:32:00,2019-08-18 15:38:00,"결제완료",Nc3kon3sdwHze4In5Puxyq8UJg+kFCoO/p24K71nTZQ=,5bUUkRo5i7IjDcGB87g7ZjS5SrK6zfptyw3e89bC3w0=
3826,2019-08-18 14:33:00,2019-08-18 14:40:00,"일반퇴장",ElGTGlUnd/lP7XZ2p5auCqnPB9dMFwogDo0K/0Dyn2g=,56L2Z7dq1jLDp1m9+SAA5yd2FWU8/jwiHwH21rZYOTg=
3827,2019-08-18 15:02:00,2019-08-18 15:09:00,"일반퇴장",ZUN/Ip/cjQnN8ppclgi5t4AHXh7q27qtefgizc66AP0=,fhHcoWJdNhN44+HHe7kFWEnnkx6DSEXoEUZmITwNfGE=
3828,2019-08-18 09:48:00,2019-08-18 09:56:00,"결제완료",jCassMv5gPz9lb/XfvvKmB6U1DTD3o/U0rqmTEfkXxM=,DwVrckXJLY5j/zyKD8zGfiDqCSBk9hFWblQabS/YR1s=
3829,2019-08-18 11:38:00,2019-08-18 11:42:00,"일반퇴장",gtKpRRkJPaT5gjyH0v0eIY2P6VIIFRDnlyFC4eekWMQ=,v3tvQ//AmRBi6zooq1Iw+seoHxakDxxn1OPLnh4pcio=
3830,2019-08-18 16:46:00,2019-08-18 16:54:00,"일반퇴장",ZscrO1dndRjZZn5U5yWytE3qv/gvQF8CR1rK5dgNxwU=,FoeW7dlODmodgVGwMZOk7QjRJkSmbEiZDAwRpPuw/OM=
3831,2019-08-18 17:45:00,2019-08-18 17:52:00,"일반퇴장",qtkvBydjU3iP2rNZssQfzjT1Z8zcSgKjhXMulR780d0=,wm3Gss90d+SW5275nBjbJKgh66HOmVxzmypAnIje4Mc=
3832,2019-08-18 13:45:00,2019-08-18 13:51:00,"일반퇴장",oo3QRWZZ13IiBPwSCvAeR9/3R0uclR/hUm5jEBJUCRM=,6RVBh+5TeHoCx2Hc08/L3PTrG0v8ag03+K6Bh3MEFFs=
3833,2019-08-18 13:39:00,2019-08-18 13:46:00,"결제완료",0M2EVpfpwnnp9a/V2/I2qV5qAItyuKexnerN/+KdNiA=,aEo6tX0Xv4yHbbgpkGdUbKUKXdKcyYVFILIPpnnidck=
3834,2019-08-18 19:08:00,2019-08-18 19:12:00,"결제완료",bkt6Tvk/USBn9hQpEBEL4n6ywowFyk6eNLpTd6RGa0A=,M4A7frMxStTN0T68PGtk55SzAqrP2tGPtMsg4ds5C/s=
3835,2019-08-18 09:04:00,2019-08-18 09:14:00,"결제완료",OplGurbbuuP/xJ9FNVfENPGGDqVfXB8OMw1YgHHvZ88=,RPmOvuGvfxaNkTiPn7806vC6Hi/cfFJHGvzCFddBXn8=
3836,2019-08-18 09:40:00,2019-08-18 09:50:00,"결제완료",rKGTnlV/10CI7s3tKG62KqeQozFSYTCWCWQQ0SwrQxI=,sal0vZbsN36B8QFP84YzCRzCFp7usjgsfPepMnOx5yc=
3837,2019-08-18 16:48:00,2019-08-18 16:57:00,"일반퇴장",Xzz+wllWUIdC13o5wA9Ar2qpf1FIv+U2XWqDhkXje0E=,sHbWbNCc8+eTYcet+8Uw82pQZ82/VYAtKmzt51C/efQ=
3838,2019-08-18 15:55:00,2019-08-18 16:01:00,"결제완료",ttoTtoROTktE3UFHHLnJ8ceRp+g5dpEsK0CgE0ykhpI=,JZnEb/xPFvsktrOWz3d8ERUOhArjASvzjWN59K7a9Hk=
3839,2019-08-18 11:56:00,2019-08-18 12:05:00,"일반퇴장",6NqHIsMMQXlhMyYUbw6a6nLM5HANZqw3UoYxopxQWak=,OrO7siFy6vmVxLfSDrWGz7cPNpo9aAe3gyugPFZxP2g=
3840,2019-08-18 09:30:00,2019-08-18 09:36:00,"결제완료",1pYcQbn4zA9xvbi8Z+PZFNmXeZjmS9XOdXGEId41FZ0=,EbPEtR89dYQaDCXiCBAmZk+toLzxijVKOhZEY5vx4I0=
3841,2019-08-18 20:21:00,2019-08-18 20:26:00,"결제완료",zkzsdxc5zFmNHt5E1snAl2sj/4FXIwx+XKIwDkXfNB0=,6VvOh1FHPbuZdK+6UP2fI+ESqloU1MFyc45avqvstNU=
3842,2019-08-18 09:30:00,2019-08-18 09:40:00,"일반퇴장",0xW929SW3XIZ5HFDbLZqyVw9FtIWxbYhu5PA6z5knBA=,sG+es+D4Y3YyC2q997mbGNUmAnihK2R0ZLL7EJyu14s=
3843,2019-08-18 19:25:00,2019-08-18 19:31:00,"일반퇴장",zDFRGHxnugnNntrWUUiLUkES5ESB2bgPa73GYMSB6v8=,VdoYv5zQgNKp2kNk4TxY7NVyDPXhWT47vbnp8Sa5h3w=
3844,2019-08-18 10:55:00,2019-08-18 11:04:00,"결제완료",7eiTXGwUY1l1DihhWeRfCEFYPlX/HJ6BsVhET4IoCh8=,C3hVEJvMdOFCYV9PecnNkc3bbw9rzFFXaW994UJnqFA=
3845,2019-08-18 17:45:00,2019-08-18 17:50:00,"결제완료",ewkUkGjEECMXXGKbnea4XEpvuUSDUk8O/KAIyvxIqsE=,lM3/ZViXpurtw9t0C9XsbudN8dptAUYorCmWDE+aKQI=
3846,2019-08-19 16:40:00,2019-08-19 16:50:00,"결제완료",0ZkTSL8P85+CpMcF9OJCJz+QhZ2QjCqiv7EwfegctIM=,2k8lJL7iwPS9CyC06ikvGOhAMUR3FTUrAS567JaX0kA=
3847,2019-08-19 18:26:00,2019-08-19 18:30:00,"결제완료",QxptUq/FMZ1uwmIfywUkSlvi/DJsoi/Na9icWzqzfC0=,E/2Em88cdjdjMti+ifQ14XS4fCEx6X6SOc9y/uCmMXU=
3848,2019-08-19 13:17:00,2019-08-19 13:20:00,"결제완료",FLQOqp1stm1QkPpYd0yCrsYKxWAZFxUoQVy9Q93J3lg=,SAu5XQUwhm3JhfSEvvvMSpZctLvbref0pNGDjus9svc=
3849,2019-08-19 09:26:00,2019-08-19 09:35:00,"결제완료",MMEG47poFBhO5yD4/Tp6pE4AnhlNv9D1AY0oG9QQHpk=,N8eSCRziVNY/wqD9PxT+Aim6YT6yzUDtNRm/qAENhhU=
3850,2019-08-19 09:33:00,2019-08-19 09:39:00,"결제완료",5wo2vIftk2vw44jM+XgFXm5yp/1AqdYrTQiPwAttnhY=,ShMCw8v09jWyRbCPJngAKoryRcGqMMbPOqllrcCkoVA=
3851,2019-08-19 17:45:00,2019-08-19 17:54:00,"결제완료",NaHS2Wy6R83haQognmEarxSVK1SdSndAG5922BLDBLY=,hBb9GZhOHxJQGRGekXSlw7/+bOK0x7J+1NgpmunVI48=
3852,2019-08-19 18:23:00,2019-08-19 18:27:00,"일반퇴장",6upr6mkFJBR0OASw6s3DQjnNTt7IVqDRoCiD0E2rYQU=,RtgQBb76ib6BpQevEeRFwoAcRgjYjnoWj+OgICbhDKE=
3853,2019-08-19 14:43:00,2019-08-19 14:47:00,"결제완료",u38gVoH/ip6TU19yhBdcOxhQQ44i/k9oMPQz1fp8xno=,wAJTSh+QxPv/Z9vlhDJvgpJSxLC/vEK5EWWjOTNFe0M=
3854,2019-08-19 19:15:00,2019-08-19 19:19:00,"일반퇴장",CPScOe2Z/7fu4tKxPJtE7HRPxvVOVKtGWdaDBUFPs80=,0yiO3LB3DXTUg4Am22FNh3np+apGd/hORjGdJ3UJ/ao=
3855,2019-08-19 10:37:00,2019-08-19 10:43:00,"일반퇴장",Ye/9cquLMC1gVfsFXzVXOhA8jdsdOh3CuQISaNMTQAs=,c7wZKt6sM20AeD7ScUDppPCJOw5NlGHlvex09uB8EjY=
3856,2019-08-19 17:42:00,2019-08-19 17:45:00,"일반퇴장",5DSecnGC6iMHHIWDO+7nbDNfGnhms1mtK7ep357TPYA=,BRFdQ1+yOoqvJvYMGCKJG+9WiV43nOUEL8HmOuJwv5g=
3857,2019-08-19 16:14:00,2019-08-19 16:23:00,"결제완료",VRFxNkvA0FQtH5i4lDqJCIHvukmIm7ZNIRsDKjqq40g=,OhkWIzgzWFesTNK23aU5/Jj/Ar150nDFzY5muFXq4eM=
3858,2019-08-19 18:32:00,2019-08-19 18:40:00,"일반퇴장",kWJ4+6mp4LLua1pam4S5eemT4rsjlrzSTUk7uhgDeVg=,IKOkTlBlO1G4rHK3/EJAoItGehyl4dgX3gXI+yDnVVw=
3859,2019-08-19 15:20:00,2019-08-19 15:26:00,"결제완료",dKSg8x2mGN7nbrMP0BD+em+OTn56PFO/JfhwfahqvZ8=,PjfdeLxZnsxQqw4oyUW2Ugdq1PvFQrfAdepTYkjg7Mw=
3860,2019-08-20 18:27:00,2019-08-20 18:30:00,"결제완료",3NAMQk0ERWmvXcH3BvqyuX4w4+ntS+9Vbzn35Yu6dNY=,l61AY9BDg/TxtB2zsi1tBtVXzYQg8OaBa2PyizAYis8=
3861,2019-08-20 19:22:00,2019-08-20 19:32:00,"일반퇴장",rfaNMvXeLl52Q9sEmgED5anlU1Eo4IFvu29ZHAVJkV4=,M5oAZAPBZ5qrPpGzxZ/KMqX7Zu1jSk+By31uWKD4DmM=
3862,2019-08-20 12:17:00,2019-08-20 12:22:00,"결제완료",etgYqS5gqEXYST8fw0GFiOANR5hr6HOqII4JecU7MLU=,Y3Tp3BuHpcg4AeewPbn42XCjKgyHh5F4jX5aMDVUI50=
3863,2019-08-20 20:16:00,2019-08-20 20:24:00,"결제완료",G/Je8vkofaRJK45QgpJkAT0eOeYq8VhK7kwfejYJEDY=,9TlVd19rJzf/5dNi8Id92RRmN9Wv9yYuky8ECG+q5q8=
3864,2019-08-20 15:31:00,2019-08-20 15:34:00,"일반퇴장",rXFvMQLZFVWXlh5Ew5/khYNykmBTl+VnCqsxNXswc2U=,U7csHD07IX/qBsKogQM3gU+2Vak5MTuui9+DEfgwNuM=
3865,2019-08-20 14:32:00,2019-08-20 14:41:00,"일반퇴장",fu+wS/Eq6vC+P8oqIc4PP2v3L3ROBWJUXHOy8Py+ISY=,EGKDPS9t0XEoe8b3+Jh/CzrzlTe0+TtzVIrAZga2Mp8=
3866,2019-08-20 18:41:00,2019-08-20 18:46:00,"결제완료",8FdQuEM6vYMS2VIakSiI0lw4/Y2P3xff0F0lfUehnGo=,+j92IIZEjl/kiWtotW8iA2A8HNTqQUSF2WcV1w33lm8=
3867,2019-08-20 12:27:00,2019-08-20 12:30:00,"일반퇴장",yx8snA43ey2KCZWmfYmIZzAXDPKH9RsqIR2wE+LmclM=,i1s3Pu66z/6qneoV0tudnmkLJ1CuEZ9zxsD1Jr7qamQ=
3868,2019-08-20 09:23:00,2019-08-20 09:30:00,"일반퇴장",/7B+S/nRt0F8FzlEgort92mFfJhTMeiPpON5ZerDhY0=,FMP7Ex8mG8PBRS4SHZbjgSJXz1fatVpYEcgNJVvdJAs=
3869,2019-08-20 20:12:00,2019-08-20 20:22:00,"일반퇴장",nEBQ3cG/MAB+AfZE0V4F5uBPUYr6i0SgyxYszJQMIHU=,CNBQEQfkT0/9cGrFJDH3DsvdspP4rvzk3sPCCDfVcnY=
3870,2019-08-20 19:18:00,2019-08-20 19:21:00,"일반퇴장",N4egh2P6P4x5RZZSOzVloAf1lDt6c/YubZHmbezxCEI=,VhtmwZp2sKAfAEbMP2zn9NXD2lApjLFObYkQzGxnbgM=
3871,2019-08-20 12:18:00,2019-08-20 12:24:00,"일반퇴장",B+0TRHbFKcvY/fR2oQPXN/27LUQllBmAmohnLxMODBI=,t6fMbkgVLo+EttRtR/ygWHMPjhYwSLhF0gqWiveUiEM=
3872,2019-08-20 15:49:00,2019-08-20 15:55:00,"일반퇴장",L+dt72/nOAOJ++q3k9Qt8eNXRmjff+LueGia1BC+dyU=,MSEn5aLzCQ+7h3ieWO+4TLCWAE36ThPdnmT3MpQlzkI=
3873,2019-08-20 17:10:00,2019-08-20 17:13:00,"결제완료",+o9Eb60qXl643ooScQH9p6tE/x7tgSxxevjtJ1ntegE=,JTc/BPotxaW3CwKolcExFRSw7Jzu7DPeJ5NiZV7l6/Q=
3874,2019-08-20 14:15:00,2019-08-20 14:24:00,"결제완료",mN0bMZPnxYZJiawSehszRK5vtiIvm553XuvoQtFIy7Y=,iStn651P4UVjfosbaR7oxxHA8Wmc86Tl5gHVf87JMQY=
3875,2019-08-20 14:31:00,2019-08-20 14:37:00,"결제완료",kNRtgylsgiOCtFrwwlq30k7ISGmelnevf97sPxVQ1U4=,ONiTqmvXqbJNKoxNHFYyBWVTTbcLCxWCgL+ge+qU/L4=
3876,2019-08-20 17:58:00,2019-08-20 18:06:00,"결제완료",6/xCAJ+T7sjo1xgBWF7e7nsJBjs5HYntMobngV1E0tE=,LzIZmXo612BTP9UajgrjBvPr0N7zkAJWaopuFwXd8g8=
3877,2019-08-20 15:57:00,2019-08-20 16:03:00,"일반퇴장",nfdrZ2ZOsjQuLjdmpEolKwOVtnEgCUcewUWlU3lQcOs=,5CMZTWdhwS14M6PXfO3P6fFtZwg5En+S2Fm/Ng/y+yY=
3878,2019-08-20 10:56:00,2019-08-20 11:03:00,"일반퇴장",QXaoCFmKFls2wmjgmHJh0uhd7zEQGkeXk99i/Knj+zY=,dKVH5rip8pTkIse8yTbO2AG4JzuSdrfyHgCLYcgLokU=
3879,2019-08-20 16:26:00,2019-08-20 16:34:00,"결제완료",dkwccrQWjyKYBCxKBjhAgt5vMpsxtbViu3ii5Y4XzrE=,5Yq2RNiMOLTlE/7fpWPl799z5hDd8XP9vl6wgvSnZoo=
3880,2019-08-20 12:34:00,2019-08-20 12:40:00,"결제완료",Zi0vRH9YpZ92nNHuOM5IqKMb66MjAHFagDDNzh/Xd1w=,xrb/ar19PPOSAecHVnqmHIVf/+wCN2q7iUr4jGDRCCY=
3881,2019-08-20 17:01:00,2019-08-20 17:11:00,"일반퇴장",khH19A4elmcOt/QmglK2LkzZpkZEqj7Gr0HOKHr4eJ8=,E1/ixgX54OLbZILXE4Ve5wwxCerbiCGq0sTtnFnhln0=
3882,2019-08-21 10:32:00,2019-08-21 10:37:00,"일반퇴장",B+QHB/HcVhOtIzvMs3VB4UFDYgOIf6Xh6pZN1r9lJtc=,kaXEBkmDCyQhZSo1VZt2Csy1Aap+Jj2YH/KSU1AFf2o=
3883,2019-08-21 11:35:00,2019-08-21 11:39:00,"일반퇴장",zlic0LzvDbrjxJ/zYx2bURFphutnuLxvRaxedO2FyuA=,N5pKiwNjji4pqS6+kYG+CjqYeyCdHoWCS6wGjLSJUMY=
3884,2019-08-21 18:57:00,2019-08-21 19:03:00,"일반퇴장",mlco6zGURNcRbWWQm5j57NytI6UUZwREr+BoumiEBv4=,O7R4Yx2b/MMIOpG26CQhQ4qF8sOBgTxRP223zJ6Qg6s=
3885,2019-08-21 14:56:00,2019-08-21 15:02:00,"결제완료",0h5QYPMopDNAGwC8Im/zhNxA/ZqZTrxGMCjQXar2ULU=,tMsDQtY9/0kKWJFQDzLfJaF/WJZLbzY/E3IC6FzUK3Y=
3886,2019-08-21 10:58:00,2019-08-21 11:07:00,"일반퇴장",lyjUdld6TIpPsoTg7pR6gCr9qcmIu5HVbUI88DffJgU=,+w/5qssCzeCR2Prq542XFQ0vCOdkiJMLZQGPZIFDS94=
3887,2019-08-21 17:47:00,2019-08-21 17:55:00,"결제완료",6HYjzrHdaB1Y1YmubrzCHYxu9ziiFEXVe4WxpCYlDlw=,ZzDbQHDcbzXFA6GeDSH27j2hNZifIW0sbGvQHa2NDzo=
3888,2019-08-21 17:19:00,2019-08-21 17:22:00,"일반퇴장",CZHNPkiUgG6jwgBpKm7YHbLYqD8HoG1/9qry9APO+iQ=,k/dFkqlpv9TMbaeIun0UYfRXQfxvcKmQewMu4FK9C3Q=
3889,2019-08-21 14:49:00,2019-08-21 14:54:00,"절도의심",mimUwmjUaSk5ce7/JafAg6wgTORoawSKefb92Fkikk8=,KHjQRAJ1BvImV4vdVlSiSC7JMR/wpYGvTfCPJw8jBSY=
3890,2019-08-21 15:40:00,2019-08-21 15:47:00,"일반퇴장",KTy/0L+5mn6ap8p8dfJ7CZxQK5vOg42u2+O/yCyM/Dg=,/2pYtQXUjAbrBs7E3T/JfR8w7wAvb2+thldzO1Fm5R8=
3891,2019-08-21 14:12:00,2019-08-21 14:16:00,"일반퇴장",nbBzyXI/BFU+//Hu254oUTBdfl/cD+0A8VOndlj3hV8=,cUpDmOLnz8FP86/IR0JFjr9K6t7xKBkmbjfJozJV0Qo=
3892,2019-08-21 11:41:00,2019-08-21 11:50:00,"일반퇴장",5Ymy1PZNpFKE//GQIGVcGZ0aN5FbnGx+xrVj9LhUzuI=,QluGfLTB0hO6cCQRYTGBcRsghfA8t0HG4H/b9UECMkI=
3893,2019-08-21 15:07:00,2019-08-21 15:11:00,"일반퇴장",S28w+vPgBwXk1mdYBBuJKFP4Nw/5Rq5hhJPUwYxkyoo=,v+g9HlTAiPjDLSn01CK1Ff/41KvZ5+WI+89RMKOb9Ro=
3894,2019-08-21 20:49:00,2019-08-21 20:59:00,"일반퇴장",P99NNfiZCE9lQaJ0T58x2+pQXvbQ7VrQ3C/pq8k7gzo=,YVYH47yZClxgcZQ3jIEc8BTRAcnB+rX5Rgz4iP0QUY8=
3895,2019-08-21 16:27:00,2019-08-21 16:31:00,"일반퇴장",4X9njfUr5JI43SS/OioSvqH6pNo4mtgvCc3M/jGKcoA=,nOuG091OU2Aiyqw+lpObk1pVWgalGX7RrhFxMWDuVVE=
3896,2019-08-21 16:37:00,2019-08-21 16:45:00,"일반퇴장",YdKOCLjopT0lFGOGkoPqL2BfNfD2vITgiSOQ70b1HbA=,aNZEYhdAviDyu2DiA9z4DbVVTQ0c7cIrdycFqywp6rg=
3897,2019-08-22 10:15:00,2019-08-22 10:18:00,"일반퇴장",GNWt5iirCxvBjeU1d27QGZLxxSVfaRooo1u9CPkdRUI=,h5nwzTj+ds2fiVS9Lv+fkq/XYyvQg6NUxZDuH77Nupc=
3898,2019-08-22 20:34:00,2019-08-22 20:42:00,"결제완료",XLtVCuQrBw6pjXmNvbt4CJKwz7FWFx7G0vIAg1PAR1A=,pjA3CP05yxdkG1KGDmcegIzxFqRrMq8fzGt8PsRONqs=
3899,2019-08-22 11:01:00,2019-08-22 11:08:00,"일반퇴장",NFXe+P2trzMNEw1Ro6XxR+A6pAd3TcP6E7pqrHqZV1o=,vlv2xMV7GC+xJtHJVw+ekEUsgufMHo49rVW3v1sMPKY=
3900,2019-08-22 17:20:00,2019-08-22 17:24:00,"일반퇴장",6NNDSUmf4mhnmlJnxO6XgEjTFFWO6cptp0Z35R+J460=,4cmBEyH9KUKT1VtjsxbR8C6xi+HwEoEJDyBUsa5MifE=
3901,2019-08-22 20:11:00,2019-08-22 20:17:00,"일반퇴장",TBs5z449zgu5qQhi066XgF7PEpdQQpssOQx1yItv0fI=,pyRkRFLZpPElyXl3NJe5dlw8e5Cvk1mgD384oMAP54o=
