cart_id,customer_id,total_price
13261,13261,3000
13262,13262,3000
13263,13263,500
13264,13264,1500
13265,13265,2000
13266,13266,500
13267,13267,3000
13268,13268,3000
13269,13269,1000
13270,13270,2500
13271,13271,1500
13272,13272,3000
13273,13273,500
13274,13274,1500
13275,13275,2500
13276,13276,2500
13277,13277,500
13278,13278,3000
13279,13279,2000
13280,13280,2000
13281,13281,3000
13282,13282,3000
13283,13283,3000
13284,13284,1500
13285,13285,1500
13286,13286,500
13287,13287,3000
13288,13288,2000
13289,13289,1000
13290,13290,1500
13291,13291,1000
13292,13292,1500
13293,13293,3000
13294,13294,3000
13295,13295,2500
13296,13296,2500
13297,13297,3000
13298,13298,3000
13299,13299,3000
13300,13300,500
13301,13301,500
13302,13302,500
13303,13303,1500
13304,13304,3000
13305,13305,1000
13306,13306,1500
13307,13307,3000
13308,13308,1500
13309,13309,500
13310,13310,1000
13311,13311,3000
13312,13312,3000
13313,13313,3000
13314,13314,1500
13315,13315,1000
13316,13316,1500
13317,13317,3000
13318,13318,2000
13319,13319,2000
13320,13320,3000
13321,13321,3000
13322,13322,2500
13323,13323,1500
13324,13324,1500
13325,13325,2500
13326,13326,500
13327,13327,1000
13328,13328,500
13329,13329,2000
13330,13330,1500
13331,13331,3000
13332,13332,3000
13333,13333,1500
13334,13334,2500
13335,13335,3000
13336,13336,2500
13337,13337,2500
13338,13338,3000
13339,13339,2500
13340,13340,3000
13341,13341,3000
13342,13342,1000
13343,13343,3000
13344,13344,3000
13345,13345,2500
13346,13346,1500
13347,13347,2000
13348,13348,3000
13349,13349,3000
13350,13350,1500
13351,13351,2000
13352,13352,3000
13353,13353,2500
13354,13354,2500
13355,13355,3000
13356,13356,2000
13357,13357,500
13358,13358,3000
13359,13359,3000
13360,13360,1000
13361,13361,1500
13362,13362,1500
13363,13363,3000
13364,13364,2000
13365,13365,1500
13366,13366,1000
13367,13367,1000
13368,13368,3000
13369,13369,1500
13370,13370,2000
13371,13371,1500
13372,13372,500
13373,13373,3000
13374,13374,2500
13375,13375,1500
13376,13376,3000
13377,13377,1000
13378,13378,3000
13379,13379,3000
13380,13380,1500
13381,13381,3000
13382,13382,3000
13383,13383,1500
13384,13384,2500
13385,13385,3000
13386,13386,3000
13387,13387,500
13388,13388,1500
13389,13389,1000
13390,13390,3000
13391,13391,1500
13392,13392,3000
13393,13393,500
13394,13394,1500
13395,13395,1000
13396,13396,3000
13397,13397,1500
13398,13398,3000
13399,13399,500
13400,13400,1500
13401,13401,500
13402,13402,2000
13403,13403,500
13404,13404,3000
13405,13405,3000
13406,13406,3000
13407,13407,3000
13408,13408,500
13409,13409,1000
13410,13410,1000
13411,13411,3000
13412,13412,1500
13413,13413,1500
13414,13414,1000
13415,13415,2500
13416,13416,3000
13417,13417,1500
13418,13418,1500
13419,13419,1500
13420,13420,1000
13421,13421,1500
13422,13422,500
13423,13423,1500
13424,13424,2000
13425,13425,1000
13426,13426,3000
13427,13427,1500
13428,13428,2500
13429,13429,1500
13430,13430,3000
13431,13431,3000
13432,13432,1000
13433,13433,2500
13434,13434,2500
13435,13435,1500
13436,13436,3000
13437,13437,3000
13438,13438,1500
13439,13439,3000
13440,13440,1000
13441,13441,3000
13442,13442,500
13443,13443,2000
13444,13444,2000
13445,13445,2500
13446,13446,1500
13447,13447,3000
13448,13448,500
13449,13449,1500
13450,13450,1500
13451,13451,3000
13452,13452,2000
13453,13453,2000
13454,13454,3000
13455,13455,1500
13456,13456,3000
13457,13457,1500
13458,13458,1500
13459,13459,3000
13460,13460,500
13461,13461,3000
13462,13462,3000
13463,13463,2000
13464,13464,3000
13465,13465,2500
13466,13466,2000
13467,13467,3000
13468,13468,2000
13469,13469,1500
13470,13470,3000
13471,13471,3000
13472,13472,1500
13473,13473,2000
13474,13474,3000
13475,13475,1500
13476,13476,3000
13477,13477,2000
13478,13478,2000
13479,13479,3000
13480,13480,3000
13481,13481,3000
13482,13482,2000
13483,13483,1500
13484,13484,3000
13485,13485,1000
13486,13486,500
13487,13487,500
13488,13488,1500
13489,13489,1000
13490,13490,1000
13491,13491,1000
13492,13492,1000
13493,13493,500
13494,13494,3000
13495,13495,3000
13496,13496,1500
13497,13497,3000
13498,13498,3000
13499,13499,3000
13500,13500,2500
13501,13501,1000
13502,13502,3000
13503,13503,2500
13504,13504,1500
13505,13505,3000
13506,13506,1500
13507,13507,3000
13508,13508,3000
13509,13509,3000
13510,13510,500
13511,13511,3000
13512,13512,1500
13513,13513,1000
13514,13514,2500
13515,13515,2000
13516,13516,1000
13517,13517,1500
13518,13518,1500
13519,13519,1500
13520,13520,3000
13521,13521,3000
13522,13522,3000
13523,13523,3000
13524,13524,1000
13525,13525,1500
13526,13526,1500
13527,13527,3000
13528,13528,3000
13529,13529,3000
13530,13530,1500
13531,13531,500
13532,13532,2500
13533,13533,2000
13534,13534,3000
13535,13535,2000
13536,13536,2000
13537,13537,3000
13538,13538,3000
13539,13539,1500
13540,13540,2000
13541,13541,3000
13542,13542,2000
13543,13543,2000
13544,13544,2000
13545,13545,3000
13546,13546,3000
13547,13547,3000
13548,13548,3000
13549,13549,2000
13550,13550,2000
13551,13551,3000
13552,13552,1500
13553,13553,3000
13554,13554,3000
13555,13555,1500
13556,13556,3000
13557,13557,3000
13558,13558,3000
13559,13559,500
13560,13560,1500
13561,13561,3000
13562,13562,3000
13563,13563,500
13564,13564,3000
13565,13565,500
13566,13566,2500
13567,13567,3000
13568,13568,3000
13569,13569,1500
13570,13570,1000
13571,13571,2000
13572,13572,1000
13573,13573,3000
13574,13574,500
13575,13575,500
13576,13576,2000
13577,13577,1500
13578,13578,3000
13579,13579,2500
13580,13580,1000
13581,13581,500
13582,13582,1500
13583,13583,1500
13584,13584,1000
13585,13585,3000
13586,13586,1500
13587,13587,2500
13588,13588,1500
13589,13589,2000
13590,13590,3000
13591,13591,500
13592,13592,1000
13593,13593,1000
13594,13594,500
13595,13595,2000
13596,13596,3000
13597,13597,500
13598,13598,1500
13599,13599,3000
13600,13600,3000
13601,13601,1500
13602,13602,3000
13603,13603,1000
13604,13604,2500
13605,13605,1500
13606,13606,1000
13607,13607,2000
13608,13608,1500
13609,13609,3000
13610,13610,3000
13611,13611,3000
13612,13612,2000
13613,13613,2000
13614,13614,500
13615,13615,3000
13616,13616,1500
13617,13617,1500
13618,13618,3000
13619,13619,1500
13620,13620,1500
13621,13621,2500
13622,13622,2000
13623,13623,2000
13624,13624,500
13625,13625,3000
13626,13626,1500
13627,13627,3000
13628,13628,1500
13629,13629,3000
13630,13630,1500
13631,13631,1500
13632,13632,3000
13633,13633,3000
13634,13634,500
13635,13635,500
13636,13636,3000
13637,13637,2500
13638,13638,1000
13639,13639,2500
13640,13640,1500
13641,13641,2500
13642,13642,3000
13643,13643,3000
13644,13644,2500
13645,13645,1500
13646,13646,2500
13647,13647,2000
13648,13648,1000
13649,13649,2000
13650,13650,3000
13651,13651,500
13652,13652,500
13653,13653,1500
13654,13654,2500
13655,13655,3000
13656,13656,500
13657,13657,3000
13658,13658,1500
13659,13659,500
13660,13660,1500
13661,13661,2000
13662,13662,2500
13663,13663,1500
13664,13664,1000
13665,13665,500
13666,13666,1000
13667,13667,500
13668,13668,3000
13669,13669,1500
13670,13670,1000
13671,13671,1000
13672,13672,1500
13673,13673,1500
13674,13674,3000
13675,13675,1500
13676,13676,2500
13677,13677,1500
13678,13678,3000
13679,13679,2000
13680,13680,1500
13681,13681,2500
13682,13682,1000
13683,13683,3000
13684,13684,3000
13685,13685,1000
13686,13686,2000
13687,13687,500
13688,13688,3000
13689,13689,2500
13690,13690,1500
13691,13691,3000
13692,13692,1000
13693,13693,500
13694,13694,1500
13695,13695,2000
13696,13696,3000
13697,13697,1000
13698,13698,2500
13699,13699,2500
13700,13700,2500
13701,13701,2000
13702,13702,3000
13703,13703,3000
13704,13704,2500
13705,13705,1000
13706,13706,1500
13707,13707,500
13708,13708,500
13709,13709,2000
13710,13710,3000
13711,13711,3000
13712,13712,3000
13713,13713,3000
13714,13714,3000
13715,13715,2000
13716,13716,1500
13717,13717,2500
13718,13718,1000
13719,13719,2000
13720,13720,1500
13721,13721,3000
13722,13722,1500
13723,13723,500
13724,13724,2500
13725,13725,3000
13726,13726,2000
13727,13727,3000
13728,13728,1000
13729,13729,500
13730,13730,3000
13731,13731,3000
13732,13732,3000
13733,13733,1000
13734,13734,1500
13735,13735,2000
13736,13736,1500
13737,13737,500
13738,13738,3000
13739,13739,3000
13740,13740,1000
13741,13741,2500
13742,13742,2000
13743,13743,3000
13744,13744,3000
13745,13745,2000
13746,13746,1500
13747,13747,1500
13748,13748,3000
13749,13749,500
13750,13750,1500
13751,13751,3000
13752,13752,2500
13753,13753,3000
13754,13754,500
13755,13755,3000
13756,13756,1500
13757,13757,3000
13758,13758,3000
13759,13759,1000
13760,13760,3000
13761,13761,2500
13762,13762,3000
13763,13763,500
13764,13764,3000
13765,13765,3000
13766,13766,500
13767,13767,1500
13768,13768,3000
13769,13769,1000
13770,13770,2000
13771,13771,3000
13772,13772,1500
13773,13773,3000
13774,13774,2500
13775,13775,500
13776,13776,3000
13777,13777,3000
13778,13778,3000
13779,13779,3000
13780,13780,2500
13781,13781,500
13782,13782,3000
13783,13783,1500
13784,13784,1500
13785,13785,3000
13786,13786,2000
13787,13787,1000
13788,13788,1000
13789,13789,1500
13790,13790,3000
13791,13791,1000
13792,13792,3000
13793,13793,1000
13794,13794,3000
13795,13795,1500
13796,13796,1500
13797,13797,500
13798,13798,500
13799,13799,2500
13800,13800,1500
13801,13801,2000
13802,13802,3000
13803,13803,2500
13804,13804,500
13805,13805,1500
13806,13806,500
13807,13807,2500
13808,13808,3000
13809,13809,3000
13810,13810,1000
13811,13811,1500
13812,13812,1500
13813,13813,3000
13814,13814,1500
13815,13815,1500
13816,13816,500
13817,13817,500
13818,13818,2000
13819,13819,2000
13820,13820,3000
13821,13821,2500
13822,13822,1500
13823,13823,1500
13824,13824,1000
13825,13825,2500
13826,13826,1000
13827,13827,3000
13828,13828,3000
13829,13829,1000
13830,13830,3000
13831,13831,1500
13832,13832,500
13833,13833,2500
13834,13834,2000
13835,13835,3000
13836,13836,1500
13837,13837,2500
13838,13838,3000
13839,13839,3000
13840,13840,3000
13841,13841,3000
13842,13842,3000
13843,13843,1500
13844,13844,2500
13845,13845,1500
13846,13846,2500
13847,13847,2000
13848,13848,2000
13849,13849,500
13850,13850,2500
13851,13851,2000
13852,13852,3000
13853,13853,3000
13854,13854,3000
13855,13855,3000
13856,13856,1000
13857,13857,3000
13858,13858,2000
13859,13859,3000
13860,13860,500
13861,13861,3000
13862,13862,1500
13863,13863,1000
13864,13864,1000
13865,13865,3000
13866,13866,500
13867,13867,3000
13868,13868,1500
13869,13869,2000
13870,13870,2500
13871,13871,2500
13872,13872,3000
13873,13873,2500
13874,13874,2000
13875,13875,500
13876,13876,2500
13877,13877,3000
13878,13878,2500
13879,13879,500
13880,13880,1000
13881,13881,500
13882,13882,3000
13883,13883,1000
13884,13884,3000
13885,13885,3000
13886,13886,1500
13887,13887,500
13888,13888,1500
13889,13889,3000
13890,13890,2500
13891,13891,1000
13892,13892,3000
13893,13893,3000
13894,13894,3000
13895,13895,1500
13896,13896,1000
13897,13897,3000
13898,13898,3000
13899,13899,3000
13900,13900,3000
13901,13901,3000
13902,13902,2000
13903,13903,1500
13904,13904,3000
13905,13905,2000
13906,13906,3000
13907,13907,500
13908,13908,3000
13909,13909,3000
13910,13910,3000
13911,13911,1000
13912,13912,2000
13913,13913,3000
13914,13914,1500
13915,13915,3000
13916,13916,1500
13917,13917,1000
13918,13918,1500
13919,13919,2500
13920,13920,3000
13921,13921,3000
13922,13922,3000
13923,13923,500
13924,13924,2500
13925,13925,1500
13926,13926,500
13927,13927,2500
13928,13928,1000
13929,13929,3000
13930,13930,2500
13931,13931,3000
13932,13932,3000
13933,13933,2000
13934,13934,2500
13935,13935,500
13936,13936,2000
13937,13937,3000
13938,13938,2000
13939,13939,2500
13940,13940,1000
13941,13941,1000
13942,13942,1500
13943,13943,2000
13944,13944,3000
13945,13945,2500
13946,13946,1500
13947,13947,3000
13948,13948,1000
13949,13949,500
13950,13950,500
13951,13951,3000
13952,13952,3000
13953,13953,2500
13954,13954,3000
13955,13955,500
13956,13956,2000
13957,13957,3000
13958,13958,2500
13959,13959,1000
13960,13960,1000
13961,13961,3000
13962,13962,3000
13963,13963,1000
13964,13964,3000
13965,13965,3000
13966,13966,1500
13967,13967,500
13968,13968,2500
13969,13969,3000
13970,13970,1500
13971,13971,1500
13972,13972,2000
13973,13973,3000
13974,13974,3000
13975,13975,3000
13976,13976,3000
13977,13977,500
13978,13978,2000
13979,13979,2500
13980,13980,3000
13981,13981,500
13982,13982,3000
13983,13983,3000
13984,13984,3000
13985,13985,3000
13986,13986,1000
13987,13987,500
13988,13988,1500
13989,13989,1500
13990,13990,2500
13991,13991,1500
13992,13992,1000
13993,13993,500
13994,13994,1500
13995,13995,1500
13996,13996,1500
13997,13997,1000
13998,13998,2500
13999,13999,3000
14000,14000,2000
14001,14001,1000
14002,14002,3000
14003,14003,3000
14004,14004,2000
14005,14005,500
14006,14006,3000
14007,14007,1000
14008,14008,500
14009,14009,3000
14010,14010,1500
14011,14011,2000
14012,14012,3000
14013,14013,3000
14014,14014,3000
14015,14015,1000
14016,14016,2500
14017,14017,2500
14018,14018,3000
14019,14019,3000
14020,14020,1000
14021,14021,3000
14022,14022,500
14023,14023,2500
14024,14024,1500
14025,14025,3000
14026,14026,2000
14027,14027,1000
14028,14028,2500
14029,14029,2500
14030,14030,3000
14031,14031,2500
14032,14032,2500
14033,14033,3000
14034,14034,1000
14035,14035,2000
14036,14036,2500
14037,14037,2500
14038,14038,3000
14039,14039,500
14040,14040,1500
14041,14041,3000
14042,14042,2500
14043,14043,2500
14044,14044,1500
14045,14045,1500
14046,14046,1500
14047,14047,1500
14048,14048,1500
14049,14049,3000
14050,14050,1500
14051,14051,1000
14052,14052,1500
14053,14053,2000
14054,14054,500
14055,14055,3000
14056,14056,2500
14057,14057,1500
14058,14058,1500
14059,14059,1500
14060,14060,2000
14061,14061,2500
14062,14062,2500
14063,14063,1500
14064,14064,3000
14065,14065,3000
14066,14066,3000
14067,14067,3000
14068,14068,1000
14069,14069,2000
14070,14070,1000
14071,14071,2000
14072,14072,3000
14073,14073,1500
14074,14074,1500
14075,14075,1000
14076,14076,1000
14077,14077,3000
14078,14078,3000
14079,14079,500
14080,14080,3000
14081,14081,3000
14082,14082,2500
14083,14083,3000
14084,14084,3000
14085,14085,2500
14086,14086,3000
14087,14087,2500
14088,14088,1500
14089,14089,3000
14090,14090,1500
14091,14091,1500
14092,14092,1500
14093,14093,2500
14094,14094,3000
14095,14095,3000
14096,14096,500
14097,14097,500
14098,14098,500
14099,14099,3000
14100,14100,2500
14101,14101,2500
14102,14102,2500
14103,14103,3000
14104,14104,500
14105,14105,500
14106,14106,1500
14107,14107,3000
14108,14108,3000
14109,14109,2000
14110,14110,500
14111,14111,2000
14112,14112,2500
14113,14113,3000
14114,14114,3000
14115,14115,2000
14116,14116,1500
14117,14117,500
14118,14118,3000
14119,14119,3000
14120,14120,500
14121,14121,3000
14122,14122,1500
14123,14123,1500
14124,14124,1000
14125,14125,500
14126,14126,3000
14127,14127,2500
14128,14128,1500
14129,14129,3000
14130,14130,1500
14131,14131,1500
14132,14132,2500
14133,14133,2000
14134,14134,3000
14135,14135,3000
14136,14136,1500
14137,14137,500
14138,14138,3000
14139,14139,1500
14140,14140,3000
14141,14141,2500
14142,14142,500
14143,14143,1500
14144,14144,1500
14145,14145,1500
14146,14146,2500
14147,14147,2500
14148,14148,3000
14149,14149,1500
14150,14150,3000
14151,14151,3000
14152,14152,2000
14153,14153,2000
14154,14154,3000
14155,14155,2500
14156,14156,500
14157,14157,3000
14158,14158,3000
14159,14159,3000
14160,14160,2000
14161,14161,500
14162,14162,3000
14163,14163,3000
14164,14164,3000
14165,14165,500
14166,14166,1000
14167,14167,2500
14168,14168,2500
14169,14169,3000
14170,14170,3000
14171,14171,1500
14172,14172,2000
14173,14173,1500
14174,14174,1000
14175,14175,3000
14176,14176,3000
14177,14177,1500
14178,14178,2500
14179,14179,1500
14180,14180,500
14181,14181,3000
14182,14182,3000
14183,14183,3000
14184,14184,1500
14185,14185,3000
14186,14186,500
14187,14187,2000
14188,14188,1500
14189,14189,3000
14190,14190,3000
14191,14191,1500
14192,14192,1500
14193,14193,3000
14194,14194,1500
14195,14195,3000
14196,14196,3000
14197,14197,500
14198,14198,3000
14199,14199,2500
14200,14200,1500
14201,14201,3000
14202,14202,2500
14203,14203,500
14204,14204,1000
14205,14205,1000
14206,14206,3000
14207,14207,2500
14208,14208,3000
14209,14209,1500
14210,14210,2000
14211,14211,1000
14212,14212,2000
14213,14213,3000
14214,14214,500
14215,14215,1000
14216,14216,3000
14217,14217,1500
14218,14218,3000
14219,14219,2000
14220,14220,3000
14221,14221,500
14222,14222,3000
14223,14223,3000
14224,14224,3000
14225,14225,1000
14226,14226,3000
14227,14227,3000
14228,14228,500
14229,14229,1500
14230,14230,2000
14231,14231,2000
14232,14232,2000
14233,14233,3000
14234,14234,2500
14235,14235,2000
14236,14236,1500
14237,14237,3000
14238,14238,1500
14239,14239,1500
14240,14240,1000
14241,14241,2500
14242,14242,3000
14243,14243,1500
14244,14244,3000
14245,14245,2500
14246,14246,3000
14247,14247,2500
14248,14248,1500
14249,14249,1500
14250,14250,500
14251,14251,500
14252,14252,3000
14253,14253,2000
14254,14254,2500
14255,14255,3000
14256,14256,2500
14257,14257,2500
14258,14258,1500
14259,14259,3000
14260,14260,1500
14261,14261,1000
14262,14262,3000
14263,14263,2500
14264,14264,1000
14265,14265,3000
14266,14266,1500
14267,14267,3000
14268,14268,3000
14269,14269,1500
14270,14270,1000
14271,14271,500
14272,14272,2500
14273,14273,2500
14274,14274,1000
14275,14275,500
14276,14276,2000
14277,14277,3000
14278,14278,1500
14279,14279,1500
14280,14280,1000
14281,14281,2500
14282,14282,3000
14283,14283,3000
14284,14284,3000
14285,14285,1500
14286,14286,1500
14287,14287,1000
14288,14288,3000
14289,14289,3000
14290,14290,2000
14291,14291,2500
14292,14292,3000
14293,14293,2500
14294,14294,2000
14295,14295,1000
14296,14296,500
14297,14297,1000
14298,14298,1500
14299,14299,3000
14300,14300,1500
14301,14301,2500
14302,14302,500
14303,14303,2500
14304,14304,3000
14305,14305,3000
14306,14306,1500
14307,14307,1500
14308,14308,1500
14309,14309,1500
14310,14310,1500
14311,14311,3000
14312,14312,2500
14313,14313,3000
14314,14314,3000
14315,14315,3000
14316,14316,1500
14317,14317,1500
14318,14318,1000
14319,14319,3000
14320,14320,3000
14321,14321,1000
14322,14322,2500
14323,14323,3000
14324,14324,3000
14325,14325,3000
14326,14326,2500
14327,14327,1500
14328,14328,1500
14329,14329,3000
14330,14330,3000
14331,14331,3000
14332,14332,3000
14333,14333,2500
14334,14334,3000
14335,14335,1500
14336,14336,1500
14337,14337,1000
14338,14338,3000
14339,14339,3000
14340,14340,3000
14341,14341,2000
14342,14342,3000
14343,14343,500
14344,14344,3000
14345,14345,500
14346,14346,1000
14347,14347,2500
14348,14348,500
14349,14349,1500
14350,14350,3000
14351,14351,1500
14352,14352,2000
14353,14353,3000
14354,14354,3000
14355,14355,1000
14356,14356,1500
14357,14357,1500
14358,14358,1500
14359,14359,1500
14360,14360,1500
14361,14361,500
14362,14362,500
14363,14363,1500
14364,14364,1000
14365,14365,2500
14366,14366,3000
14367,14367,3000
14368,14368,500
14369,14369,3000
14370,14370,500
14371,14371,1000
14372,14372,3000
14373,14373,2000
14374,14374,1500
14375,14375,500
14376,14376,1500
14377,14377,1500
14378,14378,1500
14379,14379,2500
14380,14380,1000
14381,14381,1500
14382,14382,1000
14383,14383,500
14384,14384,2500
14385,14385,3000
14386,14386,3000
14387,14387,2500
14388,14388,3000
14389,14389,3000
14390,14390,1000
14391,14391,1000
14392,14392,1500
14393,14393,3000
14394,14394,1500
14395,14395,500
14396,14396,3000
14397,14397,3000
14398,14398,500
14399,14399,1500
14400,14400,2000
14401,14401,3000
14402,14402,3000
14403,14403,1500
14404,14404,2000
14405,14405,3000
14406,14406,3000
14407,14407,1500
14408,14408,1500
14409,14409,1500
14410,14410,2500
14411,14411,1500
14412,14412,3000
14413,14413,2000
14414,14414,2500
14415,14415,1500
14416,14416,1500
14417,14417,1500
14418,14418,1000
14419,14419,2000
14420,14420,1000
14421,14421,2500
14422,14422,3000
14423,14423,2000
14424,14424,3000
14425,14425,1000
14426,14426,3000
14427,14427,3000
14428,14428,3000
14429,14429,3000
14430,14430,2500
14431,14431,1500
14432,14432,1000
14433,14433,2500
14434,14434,1000
14435,14435,1500
14436,14436,1500
14437,14437,1000
14438,14438,1000
14439,14439,1500
14440,14440,3000
14441,14441,1000
14442,14442,1500
14443,14443,3000
14444,14444,3000
14445,14445,1500
14446,14446,1500
14447,14447,2000
14448,14448,500
14449,14449,2500
14450,14450,2500
14451,14451,2000
14452,14452,3000
14453,14453,1500
14454,14454,2000
14455,14455,2500
14456,14456,1500
14457,14457,2500
14458,14458,3000
14459,14459,1000
14460,14460,1500
14461,14461,1500
14462,14462,3000
14463,14463,1500
14464,14464,2500
14465,14465,3000
14466,14466,3000
14467,14467,1500
14468,14468,1500
14469,14469,1000
14470,14470,2000
14471,14471,500
14472,14472,2500
14473,14473,1000
14474,14474,3000
14475,14475,2500
14476,14476,1000
14477,14477,2000
14478,14478,2500
14479,14479,3000
14480,14480,1500
14481,14481,1500
14482,14482,1500
14483,14483,2500
14484,14484,2500
14485,14485,3000
14486,14486,1500
14487,14487,2500
14488,14488,3000
14489,14489,500
14490,14490,2000
14491,14491,1500
14492,14492,3000
14493,14493,3000
14494,14494,1500
14495,14495,1500
14496,14496,1500
14497,14497,3000
14498,14498,3000
14499,14499,500
14500,14500,1000
14501,14501,3000
14502,14502,2000
14503,14503,3000
14504,14504,2500
14505,14505,1000
14506,14506,2000
14507,14507,1500
14508,14508,500
14509,14509,2500
14510,14510,1000
14511,14511,3000
14512,14512,500
14513,14513,1500
14514,14514,3000
14515,14515,500
14516,14516,500
14517,14517,3000
14518,14518,3000
14519,14519,3000
14520,14520,1000
14521,14521,1000
14522,14522,2000
14523,14523,2500
14524,14524,3000
14525,14525,1500
14526,14526,1000
14527,14527,3000
14528,14528,1500
14529,14529,3000
14530,14530,1000
14531,14531,3000
14532,14532,1500
14533,14533,2500
14534,14534,3000
14535,14535,1500
14536,14536,3000
14537,14537,3000
14538,14538,1000
14539,14539,500
14540,14540,3000
14541,14541,500
14542,14542,1500
14543,14543,1500
14544,14544,3000
14545,14545,1500
14546,14546,1500
14547,14547,2500
14548,14548,3000
14549,14549,3000
14550,14550,3000
14551,14551,3000
14552,14552,500
14553,14553,3000
14554,14554,1000
14555,14555,1000
14556,14556,3000
14557,14557,1500
14558,14558,1500
14559,14559,2000
14560,14560,3000
14561,14561,1500
14562,14562,1000
14563,14563,3000
14564,14564,3000
14565,14565,2500
14566,14566,3000
14567,14567,1000
14568,14568,1500
14569,14569,1000
14570,14570,2000
14571,14571,3000
14572,14572,3000
14573,14573,3000
14574,14574,2000
14575,14575,500
14576,14576,500
14577,14577,2000
14578,14578,3000
14579,14579,500
14580,14580,3000
14581,14581,1500
14582,14582,500
14583,14583,3000
14584,14584,1500
14585,14585,3000
14586,14586,3000
14587,14587,3000
14588,14588,1500
14589,14589,1500
14590,14590,2000
14591,14591,1500
14592,14592,1500
14593,14593,500
14594,14594,2000
14595,14595,500
14596,14596,3000
14597,14597,2500
14598,14598,3000
14599,14599,1000
14600,14600,3000
14601,14601,1000
14602,14602,2500
14603,14603,1000
14604,14604,2000
14605,14605,3000
14606,14606,2500
14607,14607,3000
14608,14608,500
14609,14609,1500
14610,14610,2000
14611,14611,3000
14612,14612,1000
14613,14613,1500
14614,14614,1500
14615,14615,1500
14616,14616,2000
14617,14617,2500
14618,14618,1500
14619,14619,3000
14620,14620,3000
14621,14621,1500
14622,14622,2500
14623,14623,1000
14624,14624,3000
14625,14625,2000
14626,14626,3000
14627,14627,3000
14628,14628,3000
14629,14629,1000
14630,14630,3000
14631,14631,1500
14632,14632,1500
14633,14633,1000
14634,14634,1500
14635,14635,1000
14636,14636,500
14637,14637,1500
14638,14638,1000
14639,14639,500
14640,14640,3000
14641,14641,1500
14642,14642,1000
14643,14643,3000
14644,14644,3000
14645,14645,500
14646,14646,2500
14647,14647,2000
14648,14648,1500
14649,14649,1500
14650,14650,3000
14651,14651,1000
14652,14652,2500
14653,14653,1500
14654,14654,1500
14655,14655,3000
14656,14656,1500
14657,14657,3000
14658,14658,1000
14659,14659,1000
14660,14660,2000
14661,14661,3000
14662,14662,3000
14663,14663,1500
14664,14664,1000
14665,14665,1500
14666,14666,1500
14667,14667,1000
14668,14668,3000
14669,14669,3000
14670,14670,3000
14671,14671,1500
14672,14672,3000
14673,14673,3000
14674,14674,1500
14675,14675,2500
14676,14676,2500
14677,14677,1500
14678,14678,3000
14679,14679,3000
14680,14680,1000
14681,14681,3000
14682,14682,3000
14683,14683,3000
14684,14684,3000
14685,14685,1500
14686,14686,3000
14687,14687,1500
14688,14688,3000
14689,14689,3000
14690,14690,1500
14691,14691,3000
14692,14692,3000
14693,14693,2000
14694,14694,2000
14695,14695,1500
14696,14696,2500
14697,14697,1500
14698,14698,2000
14699,14699,1500
14700,14700,3000
14701,14701,500
14702,14702,1500
14703,14703,1500
14704,14704,1500
14705,14705,1500
14706,14706,3000
14707,14707,2000
14708,14708,3000
14709,14709,2500
14710,14710,1500
14711,14711,3000
14712,14712,2500
14713,14713,3000
14714,14714,2500
14715,14715,3000
14716,14716,3000
14717,14717,3000
14718,14718,2000
14719,14719,1500
14720,14720,3000
14721,14721,3000
14722,14722,2000
14723,14723,1500
14724,14724,2000
14725,14725,500
14726,14726,3000
14727,14727,3000
14728,14728,1500
14729,14729,1500
14730,14730,3000
14731,14731,1500
14732,14732,500
14733,14733,2000
14734,14734,3000
14735,14735,3000
14736,14736,2500
14737,14737,1500
14738,14738,3000
14739,14739,1500
14740,14740,3000
14741,14741,1500
14742,14742,2500
14743,14743,2000
14744,14744,3000
14745,14745,1500
14746,14746,3000
14747,14747,3000
14748,14748,1000
14749,14749,3000
14750,14750,3000
14751,14751,3000
14752,14752,2500
14753,14753,1500
14754,14754,3000
14755,14755,3000
14756,14756,500
14757,14757,2000
14758,14758,500
14759,14759,2000
14760,14760,3000
14761,14761,3000
14762,14762,500
14763,14763,3000
14764,14764,3000
14765,14765,1500
14766,14766,3000
14767,14767,1500
14768,14768,1500
14769,14769,2500
14770,14770,3000
14771,14771,3000
14772,14772,2500
14773,14773,2000
14774,14774,2500
14775,14775,3000
14776,14776,3000
14777,14777,3000
14778,14778,3000
14779,14779,1000
14780,14780,1500
14781,14781,2000
14782,14782,1000
14783,14783,2500
14784,14784,3000
14785,14785,1500
14786,14786,3000
14787,14787,2000
14788,14788,3000
14789,14789,1500
14790,14790,2000
14791,14791,2500
14792,14792,2500
14793,14793,3000
14794,14794,1500
14795,14795,1000
14796,14796,1000
14797,14797,3000
14798,14798,1000
14799,14799,3000
14800,14800,500
14801,14801,3000
14802,14802,2000
14803,14803,2000
14804,14804,3000
14805,14805,2000
14806,14806,1500
14807,14807,3000
14808,14808,1000
14809,14809,3000
14810,14810,3000
14811,14811,2000
14812,14812,1500
14813,14813,2000
14814,14814,3000
14815,14815,3000
14816,14816,1500
14817,14817,1000
14818,14818,2000
14819,14819,3000
14820,14820,3000
14821,14821,3000
14822,14822,3000
14823,14823,2000
14824,14824,3000
14825,14825,2500
14826,14826,3000
14827,14827,2000
14828,14828,1000
14829,14829,3000
14830,14830,1500
14831,14831,3000
